First_Name.Middle_Name	Family_Name	Pubmed_Name	Category	Primary.Affiliation	Secondary.Affiliations	Researcher.ID.URL	RID	uuids
Stephanie A	Studenski	Studenski SA	Social Sciences, general	University of Pittsburgh, USA				ba42fd05-89c0-46e9-bd9c-6e45f21f6c5c
Roland 	Sturm	Sturm R	Social Sciences, general	RAND Corp, USA				4d1f9832-57f9-4c2d-91f2-65e587d1ba1c
Thomas 	Sutikna	Sutikna T	Social Sciences, general	Indonesian Ctr Archaeol, Indonesia	University of Wollongong, Australia			005943be-01af-4629-9eed-a80b3a9c4dd5
Nik 	Theodore	Theodore N	Social Sciences, general	University of Illinois at Chicago, USA				7b5f2454-534c-4b3a-9b57-7350667e771b
Angie 	Titchen	Titchen A	Social Sciences, general	Fontys University of Applied Sciences, Netherlands				b7e023dd-cea6-4934-be3c-6c250d0d90ac
Antonia 	Trichopoulou	Trichopoulou A	Social Sciences, general	Hellenic Health Foundation, Greece	National and Kapodistrian University of Athens, Greece			7de5af7a-6bb0-4594-ab45-15bab789a4ed
Erik 	Trinkaus	Trinkaus E	Social Sciences, general	Washington University in St. Louis, USA				cc464a32-e7a1-417a-8de7-e6407f55a543
Heather A	Turner	Turner HA	Social Sciences, general	University of New Hampshire - Durham, USA				36fa2205-116b-4cff-8df5-c106915dd6e1
Martin 	Tusler	Tusler M	Social Sciences, general	The Ohio State University - Columbus, USA				52cf1a59-d717-4bff-82c8-2bf10f0499ba
Debra J	Umberson	Umberson DJ	Social Sciences, general	The University of Texas at Austin, USA				acdb8d34-a6a1-4ec1-83d1-f4047fdc4f06
John 	Urry	Urry J	Social Sciences, general	Lancaster University, UK				7b795b92-a83f-44b9-800b-fbd534f5b02a
Anthony F J	Van Raan	Van Raan AF	Social Sciences, general	Leiden University, Netherlands				d11afe98-2de0-48da-b2e1-ec78cb48c506
Carel P	Van Schaik	Van Schaik CP	Social Sciences, general	University of Zurich, Switzerland				958a975d-5493-4525-83c4-71c6bce5c7cc
Marian 	Vanhaeren	Vanhaeren M	Social Sciences, general	University of Bordeaux 1, France				3e709f98-52c8-49ae-b311-c5103d5cd085
Marjolein 	Visser	Visser M	Social Sciences, general	VU University Amsterdam, Netherlands				18cfe655-e4f6-4fc9-b8a6-c496686ee718
Stefano 	Volpato	Volpato S	Social Sciences, general	University of Ferrara, Italy		http://www.researcherid.com/rid/H-2977-2014	H-2977-2014	dd6f21d3-4f94-455b-958f-64296231ffd9
Lyn 	Wadley	Wadley L	Social Sciences, general	University of the Witwatersrand, South Africa				73645a71-abe7-442a-bc25-76a203f82fef
Edward H	Wagner	Wagner EH	Social Sciences, general	MacColl Ctr Hlth Care Innovat, USA	Grp Hlth Res Inst, USA			fdb60984-60fd-42c8-ac72-e0a14f4d4667
Jeremy D	Walston	Walston JD	Social Sciences, general	The Johns Hopkins University, USA				9d8ef9d1-ed2c-4a94-aab7-d08e61ff4a55
Judith L	Warren	Warren J	Social Sciences, general	NIH, USA				2ca5eeb4-d79c-4985-a4bd-861a8ce08607
Howell 	Wechsler	Wechsler H	Social Sciences, general	Alliance for a Healthier Generation, USA				1498061b-389c-41ba-9d3b-bad760db2a98
Ailsa A	Welch	Welch AA	Social Sciences, general	University of East Anglia, UK				f9c489f3-478e-400f-bc6d-2e240d93d559
Bruce 	Western	Western B	Social Sciences, general	Harvard University, USA				eff21e5b-2981-4cad-bbd4-975104423fb9
David R	Williams	Williams DR	Social Sciences, general	Harvard University, USA				c0d7652f-a369-4953-a10f-38264dd4e881
Kristine 	Yaffe	Yaffe K	Social Sciences, general	University of California, San Francisco, USA				dabca414-4155-4c93-9863-5e4c2410754d
